emp_no,first_name,last_name,birth_date,title,to_date,from_date
40591,Aron,Hofting,1955-12-14,Senior Staff,9999-01-01,1995-04-02
40592,Yucai,Gniady,1954-04-16,Senior Staff,9999-01-01,1990-07-09
40593,Ebbe,Pouyioutas,1955-05-12,Staff,9999-01-01,1994-08-19
40599,Fabrizio,Stanfel,1953-06-17,Senior Staff,9999-01-01,1994-03-12
40600,Arch,Bazzichi,1954-01-07,Staff,9999-01-01,1994-08-18
40604,Ung,Muniz,1954-01-20,Senior Staff,9999-01-01,1998-08-06
40616,Sariel,Thummel,1955-12-08,Staff,9999-01-01,1994-09-19
40624,JoAnna,Thimonier,1952-09-17,Senior Staff,9999-01-01,1997-08-11
40627,Rance,Hemaspaandra,1955-06-20,Staff,9999-01-01,1998-02-01
40631,Frazer,Alameldin,1955-04-26,Senior Staff,9999-01-01,1995-07-18
40635,Huican,Schapiro,1953-06-10,Senior Staff,9999-01-01,1996-11-11
40641,Eishiro,Papadias,1955-02-21,Staff,9999-01-01,1997-07-31
40647,Mitsuyuki,Basagni,1953-05-09,Technique Leader,9999-01-01,1995-02-22
40679,Bokyung,Goldhammer,1954-07-12,Senior Staff,9999-01-01,1998-06-23
40685,Shawna,Bugrara,1954-05-22,Senior Staff,9999-01-01,1999-04-03
40696,Torsten,Siprelle,1953-11-29,Senior Engineer,9999-01-01,1985-07-12
40714,Lijie,Covnot,1952-04-01,Senior Staff,9999-01-01,1995-07-05
40730,Yahiko,Kropf,1955-10-06,Staff,9999-01-01,1994-01-11
40737,Mads,Pramanik,1954-02-24,Staff,9999-01-01,1995-01-11
40738,Mototsugu,Varman,1955-12-11,Engineer,9999-01-01,1996-10-22
40739,Kazuhiko,Itzfeldt,1955-09-01,Senior Staff,9999-01-01,1995-09-10
40746,Kotesh,Jumpertz,1952-09-12,Senior Staff,9999-01-01,1996-08-03
40752,Mantis,Verhaegen,1953-04-28,Staff,9999-01-01,1999-04-07
40758,Kaijung,Munro,1952-10-05,Engineer,9999-01-01,1998-10-07
40762,Tze,Tanemo,1952-04-10,Staff,9999-01-01,1996-05-06
40764,Shuky,Senzako,1952-07-29,Senior Staff,9999-01-01,1995-09-21
40768,Aral,Merro,1953-01-21,Engineer,9999-01-01,1999-06-22
40769,Seongbin,Covnot,1954-11-16,Senior Staff,9999-01-01,1993-11-16
40770,Jiang,Nitta,1953-05-04,Senior Staff,9999-01-01,1985-09-26
40775,Petter,Schmittgen,1955-09-28,Engineer,9999-01-01,1998-04-03
40776,Christoper,Zucker,1953-11-15,Technique Leader,9999-01-01,1998-12-18
40777,Jeong,Birdsall,1953-07-24,Senior Staff,9999-01-01,1996-04-26
40778,Isamu,Thimonier,1953-06-12,Senior Staff,9999-01-01,1998-03-18
40779,Itzchak,Begiun,1954-05-07,Senior Engineer,9999-01-01,1987-11-18
40781,Nobuyoshi,Pfau,1952-08-30,Senior Staff,9999-01-01,1990-07-07
40782,Mitchel,Bodoff,1954-06-10,Senior Engineer,9999-01-01,1993-09-17
40786,Gretta,Whittlesey,1952-11-29,Senior Engineer,9999-01-01,1987-01-04
40791,Florian,Benzmuller,1952-12-31,Senior Staff,9999-01-01,2002-02-27
40796,Byong,Cochrane,1953-11-29,Staff,9999-01-01,1996-06-23
40800,Waiman,Hainaut,1953-07-26,Senior Engineer,9999-01-01,1995-09-08
40803,Shuzo,Kavraki,1952-05-25,Senior Staff,9999-01-01,1996-04-03
40806,Utz,Bratten,1955-03-28,Staff,9999-01-01,1998-11-24
40810,Jingling,Baak,1952-05-01,Senior Staff,9999-01-01,1991-04-05
40815,Bouchung,Servieres,1955-02-16,Senior Staff,9999-01-01,1998-06-14
40825,Yannis,Dusink,1955-12-05,Senior Staff,9999-01-01,1998-11-28
40826,Marsal,Streng,1954-07-12,Senior Staff,9999-01-01,1992-05-18
40829,Jianhui,Mitzlaff,1955-03-05,Senior Staff,9999-01-01,1994-04-30
40839,Prodip,Otillio,1953-10-13,Senior Staff,9999-01-01,1988-04-29
40841,Masako,Lindqvist,1954-04-05,Senior Staff,9999-01-01,1999-09-24
40844,Martine,Rohrbach,1954-04-15,Staff,9999-01-01,1999-04-03
40853,Terresa,Guardalben,1952-04-04,Assistant Engineer,9999-01-01,1996-12-11
40859,Leszek,Rattan,1954-09-21,Technique Leader,9999-01-01,1997-06-14
40867,Bikash,Suri,1955-05-09,Senior Staff,9999-01-01,2001-01-18
40868,Limsoon,Malabarba,1952-04-30,Senior Staff,9999-01-01,2000-07-27
40869,Flemming,Snedden,1954-02-14,Senior Engineer,9999-01-01,1986-06-28
40871,Akhilish,Dusink,1955-08-11,Senior Staff,9999-01-01,1991-03-19
40878,Yishay,Syrotiuk,1954-12-28,Senior Engineer,9999-01-01,1997-08-15
40883,Chinho,Kushner,1952-09-01,Senior Engineer,9999-01-01,1991-04-23
40891,Jinya,Kaltofen,1953-12-21,Senior Staff,9999-01-01,1995-03-15
40896,Gill,Emiris,1953-05-10,Senior Staff,9999-01-01,1998-06-09
40897,Oguz,Burnard,1955-10-02,Engineer,9999-01-01,1998-04-07
40901,Brendon,Gluchowski,1954-10-16,Staff,9999-01-01,1995-08-03
40904,Fumiko,Willoner,1954-11-30,Technique Leader,9999-01-01,1987-08-17
40910,Tamiya,Chimia,1954-10-22,Senior Staff,9999-01-01,1998-03-15
40911,Kirk,Perri,1955-07-06,Senior Engineer,9999-01-01,1994-06-20
40922,Abdelghani,Casperson,1953-07-16,Senior Staff,9999-01-01,1997-06-19
40924,Dharmaraja,Shokrollahi,1955-04-23,Senior Staff,9999-01-01,2001-05-29
40932,Kolar,DuBourdieux,1952-08-26,Senior Staff,9999-01-01,1993-05-24
40938,Martins,Nyrup,1955-01-24,Engineer,9999-01-01,1995-08-21
40943,Mohua,Taubman,1955-01-29,Engineer,9999-01-01,1993-08-10
40944,Munehiko,Chleq,1952-12-26,Engineer,9999-01-01,1995-06-18
40947,Erez,Maierhofer,1954-12-20,Senior Engineer,9999-01-01,1993-08-14
40950,Isaac,Herber,1953-04-04,Senior Staff,9999-01-01,1997-01-25
40952,Mario,Borovoy,1952-06-29,Technique Leader,9999-01-01,1991-09-19
40955,Navin,Versino,1955-11-07,Engineer,9999-01-01,1994-10-31
40961,Basil,Senzako,1953-12-25,Technique Leader,9999-01-01,1991-09-18
40966,Sibyl,Keustermans,1952-11-17,Senior Staff,9999-01-01,1996-01-10
40977,Elvia,Sinicrope,1954-01-13,Staff,9999-01-01,1998-09-14
40979,Rutger,Jansen,1955-09-30,Staff,9999-01-01,1999-09-21
40985,Mong,Qiwen,1952-02-06,Senior Engineer,9999-01-01,1992-11-18
40989,Fumitake,Foote,1953-08-26,Senior Staff,9999-01-01,1997-04-20
40994,Gudjon,Lammel,1954-04-27,Staff,9999-01-01,1998-12-14
40995,Ingmar,Salvesen,1953-02-23,Senior Staff,9999-01-01,2000-12-28
41002,Irena,Guting,1954-10-11,Technique Leader,9999-01-01,1995-02-17
41011,Geoff,Yurov,1953-05-25,Senior Staff,9999-01-01,1994-01-23
41020,Uma,Chimia,1954-09-29,Senior Staff,9999-01-01,1994-06-05
41038,Sastry,Nittel,1955-03-16,Senior Engineer,9999-01-01,1995-11-21
41040,Bezalel,Katalagarianos,1955-10-19,Staff,9999-01-01,1997-01-16
41043,Doowon,Genther,1952-09-24,Senior Engineer,9999-01-01,1992-12-20
41047,Dhritiman,Rajcani,1954-08-14,Senior Engineer,9999-01-01,1989-12-13
41065,Vivian,Luck,1952-07-28,Staff,9999-01-01,1996-03-26
41067,Munehiro,Benzaken,1955-10-28,Senior Staff,9999-01-01,1998-08-22
41074,Leen,Siochi,1953-10-10,Senior Staff,9999-01-01,1992-02-01
41077,Amalendu,Walston,1952-12-14,Senior Staff,9999-01-01,1987-04-30
41081,Faiza,Mikschl,1953-02-16,Senior Engineer,9999-01-01,1986-01-21
41086,Spyrose,Boudaillier,1955-04-05,Technique Leader,9999-01-01,1996-11-11
41089,Berthier,Kragelund,1953-09-07,Technique Leader,9999-01-01,1989-10-16
41097,Kellyn,Zirintsis,1955-07-01,Senior Engineer,9999-01-01,1990-12-15
41106,Weiyi,Fairtlough,1952-09-15,Engineer,9999-01-01,1996-08-18
41111,Jongsuk,Swist,1952-11-02,Senior Staff,9999-01-01,1998-02-04
41122,Guenter,Hoppenstand,1952-12-10,Senior Staff,9999-01-01,1993-11-14
41123,Christoper,Cichocki,1952-11-01,Senior Staff,9999-01-01,1998-05-12
41128,Mohamadou,Schwaller,1955-01-14,Staff,9999-01-01,1997-07-14
41140,Tonny,Bail,1952-10-04,Senior Staff,9999-01-01,1991-05-18
41143,Teunis,Speel,1953-07-20,Senior Staff,9999-01-01,1999-07-08
41159,Atreyi,Heering,1955-06-14,Senior Engineer,9999-01-01,1995-11-06
41168,Aran,Jumpertz,1954-01-16,Senior Staff,9999-01-01,1997-12-02
41169,Torsten,Ghazalie,1955-03-06,Senior Staff,9999-01-01,1990-06-14
41177,Jolita,Anandan,1954-05-18,Senior Staff,9999-01-01,1996-11-29
41179,Masamitsu,Vecchi,1954-02-11,Staff,9999-01-01,1997-09-07
41181,Paddy,Delgrossi,1952-03-09,Senior Engineer,9999-01-01,1986-02-13
41187,Jacqueline,Maquelin,1955-12-27,Staff,9999-01-01,1998-10-17
41196,Vasiliy,Fendler,1952-10-09,Assistant Engineer,9999-01-01,1997-10-12
41197,Vesna,Stille,1954-03-24,Senior Staff,9999-01-01,1999-07-21
41198,Janalee,Christianini,1952-12-05,Senior Engineer,9999-01-01,1996-02-07
41200,Huei,Leppanen,1952-06-17,Engineer,9999-01-01,1998-09-10
41205,Charlene,Cusworth,1955-09-21,Senior Staff,9999-01-01,1997-11-09
41213,Urs,Ponthieu,1954-03-22,Senior Staff,9999-01-01,1997-10-25
41230,Adly,Schieder,1955-09-13,Staff,9999-01-01,1998-05-22
41239,Malu,Rajaraman,1955-04-09,Senior Staff,9999-01-01,1988-07-18
41244,Qunsheng,Valette,1954-06-30,Engineer,9999-01-01,1997-11-03
41247,Kristinn,Zhiwei,1955-03-25,Senior Staff,9999-01-01,1997-07-18
41248,Samphel,Laventhal,1955-06-13,Engineer,9999-01-01,1993-10-24
41250,Kauko,Baezner,1953-02-06,Senior Engineer,9999-01-01,1993-11-10
41251,Arne,Glinert,1952-06-02,Staff,9999-01-01,1996-12-31
41279,Shem,Goldhammer,1953-08-09,Staff,9999-01-01,1994-12-19
41280,Felicidad,Czap,1952-05-24,Staff,9999-01-01,1997-10-11
41293,Honglan,Lorcy,1954-01-20,Senior Staff,9999-01-01,1999-10-11
41298,Elvia,Cesareni,1955-06-17,Senior Staff,9999-01-01,1985-08-29
41299,Sigeru,Range,1955-05-19,Staff,9999-01-01,1997-11-10
41301,Shuichi,Cochrane,1952-05-03,Senior Staff,9999-01-01,1985-04-14
41312,Josyula,Munke,1954-10-16,Engineer,9999-01-01,1997-03-03
41326,Dinah,Roohalamini,1954-01-24,Senior Staff,9999-01-01,1995-06-21
41332,Arfst,Swift,1954-09-20,Engineer,9999-01-01,1997-12-30
41343,Heping,Veccia,1955-12-12,Senior Engineer,9999-01-01,1997-09-28
41350,Olivera,Ratnakar,1953-12-09,Assistant Engineer,9999-01-01,1994-11-07
41351,Deniz,Lagarias,1952-09-29,Staff,9999-01-01,2000-01-09
41363,Ronghao,Siepmann,1953-07-26,Senior Staff,9999-01-01,1997-02-22
41369,Shaunak,Mullainathan,1955-05-04,Engineer,9999-01-01,1998-03-03
41370,Gudjon,Marshall,1954-09-15,Senior Engineer,9999-01-01,1995-03-07
41371,Luise,Decaestecker,1954-06-18,Senior Staff,9999-01-01,1994-08-27
41373,Mona,Veevers,1953-08-04,Senior Engineer,9999-01-01,1988-04-11
41374,JiYoung,Schurmann,1952-02-03,Technique Leader,9999-01-01,1998-11-18
41375,Yechiam,Rosis,1953-12-29,Engineer,9999-01-01,1997-08-10
41377,Eric,Mitzlaff,1955-12-05,Staff,9999-01-01,1999-12-19
41386,Adit,Pepe,1955-04-23,Engineer,9999-01-01,1998-01-18
41403,Khedija,Wrigley,1953-07-22,Staff,9999-01-01,1996-04-26
41404,Marco,Isaak,1952-02-08,Senior Staff,9999-01-01,1993-02-11
41406,Billur,Zaccaria,1954-02-10,Senior Engineer,9999-01-01,1999-05-18
41416,Mahendra,Merey,1952-05-23,Senior Engineer,9999-01-01,1997-05-30
41425,Lalit,Orlowska,1954-04-18,Engineer,9999-01-01,1998-07-08
41427,Ekawit,Kusakabe,1953-10-26,Engineer,9999-01-01,1996-08-30
41432,Basim,Dymetman,1954-01-14,Technique Leader,9999-01-01,1986-07-06
41434,Salvador,Zuberek,1955-09-13,Senior Engineer,9999-01-01,1999-11-25
41437,Christoper,Farrel,1952-09-03,Technique Leader,9999-01-01,1990-03-28
41445,Ronnie,Baez,1955-12-31,Senior Staff,9999-01-01,1989-01-13
41451,Branimir,Angelopoulos,1952-07-31,Senior Engineer,9999-01-01,1996-01-09
41477,Dietrich,Zirintsis,1954-02-10,Senior Staff,9999-01-01,1997-10-05
41485,Jaques,Delgrossi,1954-07-15,Senior Staff,9999-01-01,1992-01-13
41487,Aemilian,Cummings,1954-05-18,Senior Staff,9999-01-01,1994-09-02
41501,Kerryn,Kawashimo,1952-07-02,Engineer,9999-01-01,1997-12-25
41508,Aloys,Straney,1953-01-18,Staff,9999-01-01,1996-01-24
41521,Tzu,Pauthner,1955-03-01,Senior Staff,9999-01-01,1989-03-14
41533,Visit,Parhami,1955-05-20,Senior Staff,9999-01-01,1994-12-09
41534,Jackson,Brookman,1955-11-11,Technique Leader,9999-01-01,1999-03-08
41545,Ekawit,Kropf,1953-09-29,Staff,9999-01-01,1995-10-04
41549,Kwangyoen,Legleitner,1955-06-15,Senior Engineer,9999-01-01,1989-02-14
41553,Tokuyasu,Peltason,1953-10-11,Senior Engineer,9999-01-01,1988-11-04
41554,Rajmohan,Halloran,1952-10-20,Senior Staff,9999-01-01,2000-03-01
41558,Mayumi,Iisaku,1952-09-15,Senior Staff,9999-01-01,1990-05-08
41572,Muzhong,Sridhar,1955-11-04,Senior Staff,9999-01-01,1999-03-23
41573,Rosita,Bennet,1953-03-15,Senior Staff,9999-01-01,2002-04-03
41575,JiYoung,Milicia,1954-04-05,Staff,9999-01-01,1994-06-16
41577,Ranga,Vidal,1954-04-12,Senior Staff,9999-01-01,1996-11-16
41581,Vitali,Azumi,1952-04-19,Staff,9999-01-01,1997-06-20
41583,Holgard,Thorensen,1953-03-31,Technique Leader,9999-01-01,1986-06-03
41587,Lokesh,Sankaranarayanan,1954-03-30,Senior Staff,9999-01-01,1992-10-22
41604,Tadanori,Botman,1954-01-14,Staff,9999-01-01,1997-08-16
41608,Anneli,Schueller,1952-06-26,Senior Engineer,9999-01-01,1991-04-30
41612,Mariangiola,Provine,1954-10-29,Technique Leader,9999-01-01,1988-05-25
41628,Josyula,Claffy,1953-08-16,Senior Staff,9999-01-01,1993-05-04
41638,Toong,Seghrouchni,1954-06-09,Senior Staff,9999-01-01,1996-12-11
41641,Masoud,Bade,1952-04-06,Senior Staff,9999-01-01,1999-07-08
41644,Georg,Marakhovsky,1953-11-05,Senior Staff,9999-01-01,1995-04-24
41653,Tonny,Iisaku,1954-02-20,Senior Staff,9999-01-01,1999-05-25
41654,Vasilii,McAlpine,1954-12-17,Senior Staff,9999-01-01,1991-02-25
41658,Mart,Hellwagner,1954-08-24,Engineer,9999-01-01,1999-08-18
41660,Manibrata,Schreiter,1952-04-10,Senior Staff,9999-01-01,1991-01-24
41661,Masadi,Hofman,1953-02-27,Senior Staff,9999-01-01,1998-06-03
41667,Barna,Facello,1953-12-23,Senior Engineer,9999-01-01,1999-12-10
41671,Leif,Roison,1953-04-10,Senior Staff,9999-01-01,1999-09-04
41673,Armond,Matzel,1953-01-04,Senior Engineer,9999-01-01,1985-03-24
41677,Eben,Gimarc,1952-09-18,Senior Staff,9999-01-01,1987-03-10
41682,Alselm,Ecklund,1953-03-30,Senior Staff,9999-01-01,1996-04-19
41685,Cristinel,Bauknecht,1952-07-27,Staff,9999-01-01,1999-06-20
41690,Brigham,Pargaonkar,1954-09-02,Senior Engineer,9999-01-01,1993-01-09
41702,Adit,Petereit,1953-10-19,Staff,9999-01-01,1998-03-12
41703,Fay,Schauser,1953-03-08,Engineer,9999-01-01,1999-04-21
41706,Saniya,Walston,1952-05-02,Senior Staff,9999-01-01,1992-03-26
41710,Weiru,Haldar,1954-07-25,Senior Staff,9999-01-01,1994-06-26
41716,Irene,Mitsuhashi,1952-06-15,Staff,9999-01-01,1998-11-18
41724,Faiza,Bage,1955-01-27,Senior Staff,9999-01-01,1985-04-02
41727,Rosella,Paludetto,1952-12-28,Senior Staff,9999-01-01,1997-10-21
41734,Bangqing,Billingsley,1954-07-12,Senior Staff,9999-01-01,1999-05-01
41743,Aamer,Lunt,1952-06-03,Senior Engineer,9999-01-01,1988-05-22
41751,Hugo,Khasidashvili,1955-08-05,Senior Staff,9999-01-01,1995-11-10
41756,Sadegh,Rothe,1955-06-01,Senior Staff,9999-01-01,1997-09-28
41757,Ramzi,Krupka,1955-05-10,Engineer,9999-01-01,1999-07-02
41759,Charmane,Lagarias,1953-02-01,Senior Staff,9999-01-01,1991-05-16
41763,Mari,Kakkad,1954-08-11,Senior Engineer,9999-01-01,1991-05-30
41764,Shigehito,Makinen,1955-01-14,Senior Engineer,9999-01-01,1993-07-26
41767,Leszek,Thiran,1952-07-17,Engineer,9999-01-01,1999-08-14
41772,Leon,Decaestecker,1954-03-17,Senior Staff,9999-01-01,1994-05-26
41778,Atilio,Bahl,1954-02-20,Engineer,9999-01-01,1998-12-25
41792,Guther,Lowrie,1952-04-12,Senior Staff,9999-01-01,2001-04-28
41793,Golgen,Schmittgen,1953-05-16,Staff,9999-01-01,1996-10-01
41807,Chikara,Serot,1953-04-23,Staff,9999-01-01,1999-10-24
41808,Filipp,Varley,1954-08-11,Senior Staff,9999-01-01,1998-12-13
41809,Shen,Puppe,1953-12-25,Senior Staff,9999-01-01,1991-09-30
41819,Gennadi,Hmelo,1953-01-02,Senior Staff,9999-01-01,2002-07-29
41824,Kendra,Luby,1954-09-18,Senior Engineer,9999-01-01,1995-07-23
41826,Tomoyuki,Rusterholz,1955-06-05,Senior Staff,9999-01-01,1999-03-25
41830,Arra,Usdin,1955-06-25,Senior Staff,9999-01-01,2000-11-02
41836,Akhilish,Passino,1954-11-26,Senior Engineer,9999-01-01,1997-03-22
41837,Volkmar,Hiraishi,1954-05-08,Senior Staff,9999-01-01,1999-09-06
41840,Geoffry,Syrzycki,1953-05-30,Staff,9999-01-01,1998-12-10
41845,Kasturi,Klyachko,1955-02-12,Senior Engineer,9999-01-01,1990-09-19
41857,Munehiko,Beznosov,1953-04-27,Senior Staff,9999-01-01,1992-01-03
41863,Dipayan,Herbst,1952-03-03,Senior Staff,9999-01-01,2001-12-31
41864,Kazuhito,Gulla,1953-01-16,Senior Staff,9999-01-01,1998-05-11
41866,Alexius,Stafford,1955-05-09,Senior Staff,9999-01-01,1999-07-28
41867,Tetsurou,Crouzet,1955-09-10,Engineer,9999-01-01,1998-04-07
41871,Stevo,Waeselynck,1952-09-29,Technique Leader,9999-01-01,1985-09-25
41874,Badri,Asmuth,1954-03-31,Senior Staff,9999-01-01,2001-10-03
41883,Berhard,Gajiwala,1955-12-03,Assistant Engineer,9999-01-01,1995-12-23
41885,Val,Validov,1952-10-10,Senior Staff,9999-01-01,1992-02-16
41888,Vitali,Oehlmann,1953-11-11,Senior Staff,9999-01-01,1999-10-24
41889,Basim,Zumaque,1952-08-09,Senior Staff,9999-01-01,1987-04-22
41891,Jiakeng,Winter,1955-07-23,Senior Engineer,9999-01-01,1989-04-26
41894,Zeydy,Mandell,1954-10-31,Senior Staff,9999-01-01,1986-08-24
41908,Alexius,Narahari,1955-11-05,Engineer,9999-01-01,1999-04-10
41917,Fumitake,Schlumberger,1953-06-19,Senior Staff,9999-01-01,1993-09-04
41919,Babette,Basart,1954-10-10,Staff,9999-01-01,1995-06-09
41928,Mohit,Ozeri,1954-09-04,Engineer,9999-01-01,1998-04-22
41933,Feiyu,Wallrath,1955-02-10,Senior Staff,9999-01-01,1998-07-14
41935,Toshiki,Stenning,1954-07-04,Senior Staff,9999-01-01,1995-01-12
41939,Kwangho,Usery,1953-02-20,Senior Staff,9999-01-01,1991-07-28
41941,Chenyi,Yoshimura,1953-01-30,Engineer,9999-01-01,1999-04-01
41956,Rajmohan,Thiria,1954-07-18,Senior Staff,9999-01-01,1988-09-28
41960,Make,Pavlopoulou,1955-11-22,Staff,9999-01-01,1994-04-22
41962,Hein,Shanbhogue,1955-12-07,Engineer,9999-01-01,1996-09-14
41964,Mantis,Strooper,1955-09-04,Staff,9999-01-01,1995-05-03
41966,Serap,Demeyer,1953-01-07,Staff,9999-01-01,1997-11-16
41968,Vishv,Iisaka,1953-09-30,Engineer,9999-01-01,1996-01-31
41977,Tommaso,Decaestecker,1952-12-24,Engineer,9999-01-01,1996-01-09
41979,Hilary,Bage,1954-08-26,Senior Staff,9999-01-01,1993-11-15
41981,Moss,Cichocki,1952-03-21,Staff,9999-01-01,1998-07-25
41993,LiMin,Comyn,1952-12-31,Senior Engineer,9999-01-01,1994-01-15
41997,Gopalakrishnan,Petersohn,1952-09-07,Senior Engineer,9999-01-01,1990-05-05
42004,Xiping,Maquelin,1955-08-19,Senior Staff,9999-01-01,1998-10-12
42007,Tsz,Pokrovskii,1953-12-30,Senior Staff,9999-01-01,1994-09-01
42015,Przemyslawa,Murtha,1954-11-26,Senior Staff,9999-01-01,2001-03-08
42016,Rajmohan,Rosenbaum,1955-02-02,Senior Staff,9999-01-01,1999-04-02
42019,Mayumi,Roisin,1953-02-12,Senior Staff,9999-01-01,1995-09-17
42021,Mandell,Norsworthy,1952-02-18,Senior Engineer,9999-01-01,1991-04-20
42024,Dipayan,Serdy,1953-06-03,Staff,9999-01-01,1997-01-07
42026,Goncalo,Impagliazzo,1952-10-13,Senior Engineer,9999-01-01,1990-01-06
42027,Alain,Baik,1953-03-30,Technique Leader,9999-01-01,1997-04-26
42033,Reuven,Compeau,1953-12-22,Technique Leader,9999-01-01,1999-12-01
42036,Abdelaziz,Whittlesey,1954-01-11,Technique Leader,9999-01-01,1996-03-31
42038,Ramachenga,Benzmuller,1955-11-12,Senior Staff,9999-01-01,1998-12-14
42042,Serif,Serna,1954-05-18,Senior Staff,9999-01-01,1998-07-30
42045,Eberhardt,Massonet,1954-01-08,Senior Staff,9999-01-01,1998-10-24
42046,Waiman,Millington,1952-03-25,Technique Leader,9999-01-01,1998-07-26
42053,Demin,Lores,1952-09-22,Senior Staff,9999-01-01,1990-02-06
42058,Shigeaki,Syang,1953-11-19,Staff,9999-01-01,1998-10-17
42059,Jianhui,Czap,1954-07-25,Engineer,9999-01-01,1997-05-02
42074,Georgy,Aloisi,1955-02-02,Staff,9999-01-01,1997-08-01
42080,Goncalo,Kalorkoti,1955-08-18,Senior Staff,9999-01-01,1999-05-09
42082,Gritta,Compeau,1955-11-03,Senior Staff,9999-01-01,1992-11-15
42083,Kotesh,Schahn,1955-02-11,Senior Staff,9999-01-01,1994-01-05
42089,Abdelghani,Perko,1954-10-21,Staff,9999-01-01,1995-11-16
42100,Percy,Rosin,1955-05-17,Senior Staff,9999-01-01,1999-07-28
42103,Ravishankar,Felcyn,1954-10-24,Senior Engineer,9999-01-01,1992-10-12
42104,Dante,Plesums,1955-12-08,Senior Staff,9999-01-01,1993-09-18
42107,Tianruo,Dalton,1955-05-07,Senior Staff,9999-01-01,2000-11-08
42112,Hugo,Braccini,1954-04-04,Engineer,9999-01-01,1998-09-14
42118,Miyeon,Gischer,1953-12-31,Senior Staff,9999-01-01,1997-06-01
42121,Tran,Auria,1952-11-14,Senior Staff,9999-01-01,1990-07-13
42125,Subhankar,Besancenot,1955-03-18,Staff,9999-01-01,1997-01-18
42128,Rimli,Ozery,1955-11-05,Senior Staff,9999-01-01,1996-08-28
42135,Ashish,Huttel,1955-12-14,Senior Staff,9999-01-01,1997-03-08
42139,Tru,Isaak,1952-04-26,Technique Leader,9999-01-01,1990-10-27
42140,Kellyn,Panienski,1954-10-19,Senior Engineer,9999-01-01,1992-04-18
42142,Kinh,Jumpertz,1952-02-11,Engineer,9999-01-01,1998-03-11
42149,Hironoby,Ratzlaff,1955-07-18,Senior Staff,9999-01-01,1998-06-27
42153,Shushma,Ecklund,1952-07-29,Staff,9999-01-01,1999-12-01
42174,Vishv,Schahn,1955-08-13,Engineer,9999-01-01,1998-07-18
42181,Eldridge,Tiemann,1955-07-01,Engineer,9999-01-01,1998-12-04
42184,Prasadram,Kusalik,1953-09-25,Engineer,9999-01-01,1998-02-10
42185,Renee,Kaminger,1952-02-22,Engineer,9999-01-01,1996-01-01
42191,Remco,Pepe,1954-04-14,Engineer,9999-01-01,1998-07-15
42194,Chikako,Sevcikova,1952-07-31,Senior Staff,9999-01-01,1998-08-15
42196,Rayond,Kemmerer,1954-12-07,Senior Engineer,9999-01-01,1990-09-15
42199,Mats,Aamodt,1952-05-02,Senior Staff,9999-01-01,1994-10-03
42209,Kensyu,Leonhardt,1954-06-01,Staff,9999-01-01,1998-08-09
42218,Shai,Eiter,1954-09-07,Senior Engineer,9999-01-01,1993-04-27
42219,Khalil,Rubsam,1955-04-29,Staff,9999-01-01,1995-12-06
42241,Deniz,Hasham,1954-02-07,Technique Leader,9999-01-01,1991-01-23
42249,Dmitri,Maksimenko,1954-04-20,Engineer,9999-01-01,1996-01-20
42254,Tomofumi,Srimani,1952-08-06,Senior Staff,9999-01-01,2002-03-17
42255,Ziyad,Kalorkoti,1954-10-15,Engineer,9999-01-01,2000-01-27
42269,Foong,Rousseau,1954-05-26,Senior Staff,9999-01-01,1996-03-21
42271,DAIDA,Halevi,1953-11-02,Senior Staff,9999-01-01,1994-10-28
42273,Golgen,Pesch,1953-12-16,Senior Engineer,9999-01-01,1996-06-15
42274,Gal,Grospietsch,1952-09-19,Assistant Engineer,9999-01-01,1998-12-28
42277,Martina,Codenie,1954-05-31,Technique Leader,9999-01-01,1988-12-17
42287,Subhankar,Nishimukai,1954-09-07,Senior Staff,9999-01-01,1998-05-31
42291,Girolamo,Talmor,1952-10-20,Staff,9999-01-01,1999-02-06
42292,Uri,Foote,1955-05-30,Staff,9999-01-01,1999-09-21
42297,Petter,Lamba,1954-04-23,Senior Engineer,9999-01-01,1998-12-07
42298,Tru,Kalefeld,1955-05-27,Technique Leader,9999-01-01,1986-08-09
42304,Genta,Deyuan,1955-07-30,Assistant Engineer,9999-01-01,1995-09-07
42305,Tsz,Mikschl,1955-06-01,Senior Engineer,9999-01-01,1999-09-20
42309,Yolla,Stroustrup,1954-10-18,Senior Staff,9999-01-01,1997-07-28
42318,Yucai,Fasbender,1955-09-05,Senior Staff,9999-01-01,1990-04-11
42325,Kiyotoshi,Hardjono,1954-10-08,Senior Staff,9999-01-01,1990-06-15
42327,Caolyn,Porenta,1953-11-11,Senior Staff,9999-01-01,1997-07-13
42330,Adil,Tchuente,1953-03-29,Engineer,9999-01-01,1998-04-15
42352,Tuval,Chaudhuri,1954-01-13,Senior Engineer,9999-01-01,1999-04-13
42358,Lech,Narwekar,1952-02-14,Senior Staff,9999-01-01,1990-11-25
42359,Geoffry,Kalafatis,1955-08-15,Staff,9999-01-01,1998-05-29
42366,Chriss,Maksimenko,1955-11-14,Senior Staff,9999-01-01,1991-08-08
42368,Sukumar,Ariola,1954-04-06,Senior Staff,9999-01-01,1994-10-16
42371,Pragnesh,Mersereau,1952-08-21,Senior Staff,9999-01-01,1989-05-30
42377,Gaurav,Kuhnemann,1953-05-27,Senior Staff,9999-01-01,1997-02-19
42378,Kaijung,Stille,1954-06-02,Staff,9999-01-01,1997-04-27
